book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
456,Rules,Lorraine Daston,2.33,0691156980,9780691156989,en,384,1654,496,413,330,248,167,2022,2022,Rules,https://books.google.com/books/content?id=7hhZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Princeton University Press,"A panoramic history of rules in the Western world Rules order almost every aspect of our lives. They set our work hours, dictate how we drive and set the table, tell us whether to offer an extended hand or cheek in greeting, and organize the rites of life, from birth through death. We may chafe under the rules we have, and yearn for ones we don’t, yet no culture could do without them. In Rules, historian Lorraine Daston traces their development in the Western tradition and shows how rules have evolved from ancient to modern times. Drawing on a rich trove of examples, including legal treatises, cookbooks, military manuals, traffic regulations, and game handbooks, Daston demonstrates that while the content of rules is dazzlingly diverse, the forms that they take are surprisingly few and long-lived. Daston uncovers three enduring kinds of rules: the algorithms that calculate and measure, the laws that govern, and the models that teach. She vividly illustrates how rules can change—how s...",History
458,Islam in the Balkans,H. T. Norris,3.64,0872499774,9780872499775,en,336,6236,311,623,1559,2494,1249,1993,1993,Islam in the Balkans,https://books.google.com/books/content?id=RGmzir-ITtUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Univ of South Carolina Press,"From the earliest times, also, many Balkan Muslim soldiers and bureaucrats, as well as scholars and poets, made an impact on the wider Islamic world, the most prominent being Mohammed Ali, the founder of modern Egypt.",History
459,Avoiding Armageddon,Bruce O. Riedel,2.46,081572408X,9780815724087,en,250,6913,2073,1728,1382,1036,694,2013,2013,Avoiding Armageddon,https://books.google.com/books/content?id=H6n3_GJfScsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Brookings Institution Press,"""Traces the history of the United States, India, and Pakistan as British colonies and their interaction in the twentieth and twenty-first centuries, particularly in regard to relations between India and Pakistan, nuclear proliferation, the global jihad movement, and U.S. diplomatic efforts to stabilize conditions on the subcontinent""--Provided by publisher.",History
460,The Shaolin Monastery,Meir Shahar,5.0,0824831101,9780824831103,en,298,1,0,0,0,0,1,2008,2008,The Shaolin Monastery,https://books.google.com/books/content?id=KiNEB0H6S0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,University of Hawaii Press,"This meticulously researched and eminently readable study considers the economic, political, and religious factors that led Shaolin monks to disregard the Buddhist prohibition against violence and instead create fighting techniques that by the 21st century have spread throughout the world.",History
461,Undoing Gender,Judith Butler,5.0,0415969239,9780415969239,en,292,1,0,0,0,0,1,2004,2004,Undoing Gender,https://books.google.com/books/content?id=Pepy2_OXEe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Psychology Press,"First Published in 2004. Routledge is an imprint of Taylor & Francis, an informa company.",History
462,Diplomacy,Henry Kissinger,5.0,1471104494,9781471104497,en,846,1,0,0,0,0,1,2012,2012,Diplomacy,https://books.google.com/books/content?id=HhfceQZ3pmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"'Kissinger's absorbing book tackles head-on some of the toughest questions of our time . . . Its pages sparkle with insight' Simon Schama in the NEW YORKER Spanning more than three centuries, from Cardinal Richelieu to the fragility of the 'New World Order', DIPLOMACY is the now-classic history of international relations by the former Secretary of State and winner of the Nobel Peace Prize. Kissinger's intimate portraits of world leaders, many from personal experience, provide the reader with a unique insight into what really goes on -- and why -- behind the closed doors of the corridors of power. 'Budding diplomats and politicians should read it as avidly as their predecessors read Machiavelli' Douglas Hurd in the DAILY TELEGRAPH 'If you want to pay someone a compliment, give them Henry Kissinger's DIPLOMACY ... It is certainly one of the best, and most enjoyable [books] on international relations past and present ... DIPLOMACY should be read for the sheer historical sweep, the char...",History
463,The Last Mughal,William Dalrymple,4.5,0307267393,9780307267399,en,586,2,0,0,0,0,2,2007,2007,The Last Mughal,https://books.google.com/books/content?id=zlEDvkhEmL8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Vintage,"In this evocative study of the fall of the Mughal Empire and the beginning of the Raj, award-winning historian William Dalrymple uses previously undiscovered sources to investigate a pivotal moment in history. The last Mughal emperor, Zafar, came to the throne when the political power of the Mughals was already in steep decline. Nonetheless, Zafar—a mystic, poet, and calligrapher of great accomplishment—created a court of unparalleled brilliance, and gave rise to perhaps the greatest literary renaissance in modern Indian history. All the while, the British were progressively taking over the Emperor's power. When, in May 1857, Zafar was declared the leader of an uprising against the British, he was powerless to resist though he strongly suspected that the action was doomed. Four months later, the British took Delhi, the capital, with catastrophic results. With an unsurpassed understanding of British and Indian history, Dalrymple crafts a provocative, revelatory account of one the blo...",History
464,The Black Death,NA NA,3.42,1137103493,9781137103499,en,215,4891,489,733,1956,1222,491,2016,2016,The Black Death,https://books.google.com/books/content?id=_LcYDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Springer,"A fascinating account of the phenomenon known as the Black Death, this volume offers a wealth of documentary material focused on the initial outbreak of the plague that ravaged the world in the 14th century. A comprehensive introduction that provides important background on the origins and spread of the plague is followed by nearly 50 documents organized into topical sections that focus on the origin and spread of the illness; the responses of medical practitioners; the societal and economic impact; religious responses; the flagellant movement and attacks on Jews provoked by the plague; and the artistic response. Each chapter has an introduction that summarizes the issues explored in the documents; headnotes to the documents provide additional background material. The book contains documents from many countries - including Muslim and Byzantine sources - to give students a variety of perspectives on this devastating illness and its consequences. The volume also includes illustrations...",History
465,Proclaiming the Truman Doctrine,Denise M. Bostdorff,4.43,1603440321,9781603440325,en,216,8032,160,642,1204,2811,3215,2008,2008,Proclaiming the Truman Doctrine,https://books.google.com/books/content?id=Ido0GH1-Dx8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Texas A&M University Press,"In this work, Denise M. Bostdorff considers President Truman’s address to a joint session of Congress on March 12, 1947. She focuses on the public and private language that influenced administration perceptions about the precipitating events in Greece and Turkey and explores the news management campaign that set the stage for Truman’s speech. Bostdorff even examines how the president’s health may have influenced his policy decision and how it affected his delivery of the address and campaign for congressional approval. After a rhetorical analysis of the Truman Doctrine speech, the book ends with Bostdorff’s conclusions on its short- and long-term impact. She identifies themes announced by Truman that resound in U.S. foreign policy down to the present day, when George W. Bush has compared his policies in the war on terror to those of Truman and members of his administration have compared Bush to Truman. This important work is a major contribution to scholarship on the presidency, pol...",Biography & Autobiography
466,War Beneath the Sea,Peter Padfield,2.72,9112050124,419873507116,en,600,825,247,206,165,123,84,1995,1995,War Beneath the Sea,https://books.google.com/books/content?id=1YwhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,John Wiley & Sons,"""Peter Padfield is the best British naval historian of his generation now working. [This] book . . . will now become the standard work on the subject.""––John Keegan ""A fascinating and great contribution to the entire lore of submarines.""––Capt. Edward L. Beach, USN (ret.), author of Run Silent, Run Deep War Beneath the Sea is the definitive account of one of the most turbulent—and crucial—chapters of World War II. This is the first book to cover all the major submarine campaigns of the war: British, American, German, Japanes, and Italian. Padfield′s suspense–filled battle accounts vividly capture the tension and challenge of war beneath the sea. PETER PADFIELD (England) is a leading naval and military historian. He is the author of Guns at Sea, Armada, Tides of Empire , and Donitz: The Last Furher .",History
467,The Myth of Disenchantment,Jason Ananda Josephson Storm,4.44,022640336X,9780226403366,en,428,8933,178,714,1339,3126,3576,2017,2017,The Myth of Disenchantment,https://books.google.com/books/content?id=j5UtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,University of Chicago Press,"A great many theorists have argued that the defining feature of modernity is that people no longer believe in spirits, myths, or magic. Jason Ā. Josephson-Storm argues that as broad cultural history goes, this narrative is wrong, as attempts to suppress magic have failed more often than they have succeeded. Even the human sciences have been more enchanted than is commonly supposed. But that raises the question: How did a magical, spiritualist, mesmerized Europe ever convince itself that it was disenchanted? Josephson-Storm traces the history of the myth of disenchantment in the births of philosophy, anthropology, sociology, folklore, psychoanalysis, and religious studies. Ironically, the myth of mythless modernity formed at the very time that Britain, France, and Germany were in the midst of occult and spiritualist revivals. Indeed, Josephson-Storm argues, these disciplines’ founding figures were not only aware of, but profoundly enmeshed in, the occult milieu; and it was specifical...",History
